Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance
1666913800.852826,0,1666913800,852038145,IMU1_Frame,0,0,0,,-0.01850938539372478,0.002257393548738748,0.7763896961358475,0.6299772587647898,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.008431,-0.000818,-0.075458,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.794,0.315,-9.924,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3156,-0.1242,0.0909,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913800.8779557,0,1666913800,877220153,IMU1_Frame,0,0,0,,-0.018490817812898387,0.002294502059262701,0.7758175674361732,0.6306821124578763,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01093,0.000285,-0.07407,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.647,0.367,-9.921,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3128,-0.1312,0.0911,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913800.9024453,0,1666913800,901863574,IMU1_Frame,0,0,0,,-0.018484451238648808,0.002330486722219906,0.7752392562105771,0.631392896320599,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.011348,0.001391,-0.076099,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.697,0.496,-9.941,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3128,-0.1322,0.0876,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913800.9278388,0,1666913800,926961183,IMU1_Frame,0,0,0,,-0.018472518104607857,0.0023732218118406477,0.7746602726151702,0.6321033111168592,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.010845,6.1e-05,-0.076225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.775,0.567,-10.053,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3127,-0.1282,0.097,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913800.9526598,0,1666913800,951980113,IMU1_Frame,0,0,0,,-0.01846048000735482,0.002416259159833723,0.774069592338677,0.6328267050197904,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.008189,-7.2e-05,-0.075752,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.667,0.549,-9.968,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3137,-0.1312,0.0923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913800.9771852,0,1666913800,976729154,IMU1_Frame,0,0,0,,-0.018437320117967008,0.0024727758102887076,0.7734781926232323,0.6335498687103941,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.009179,0.001386,-0.075417,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.673,0.513,-9.987,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3119,-0.1332,0.09,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.0022566,0,1666913801,1707315,IMU1_Frame,0,0,0,,-0.018431883908327305,0.002521299015993193,0.7728861064277867,0.6342720041100331,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.008216,0.001466,-0.076893,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.705,0.602,-10.071,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3118,-0.1293,0.0912,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.0273113,0,1666913801,26726245,IMU1_Frame,0,0,0,,-0.018425154381357934,0.002557692005355272,0.7722878786480598,0.6350003184179583,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.006335,0.000527,-0.076766,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.706,0.655,-10.032,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3109,-0.1303,0.0948,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.0522702,0,1666913801,51695108,IMU1_Frame,0,0,0,,-0.018411662671209736,0.002588364008297547,0.7716945647233445,0.6357214876232278,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.005354,-0.000526,-0.076054,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.611,0.576,-9.947,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3148,-0.1361,0.0923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.0774453,0,1666913801,76830625,IMU1_Frame,0,0,0,,-0.018384652160502467,0.002608061320938434,0.7710951286452162,0.6364491379212489,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.007886,-0.000702,-0.077761,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.665,0.592,-10.044,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3128,-0.1332,0.0912,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.102413,0,1666913801,101863145,IMU1_Frame,0,0,0,,-0.01834763861581193,0.002653604112822492,0.7704893241389184,0.6371832734232662,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.007884,-0.001825,-0.076855,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.725,0.664,-9.992,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3119,-0.1352,0.0936,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.1276355,0,1666913801,127037525,IMU1_Frame,0,0,0,,-0.018321665354843683,0.0026858017198122686,0.7698772997371169,0.6379232292347036,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.006121,-0.002012,-0.07779,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.675,0.645,-9.984,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3109,-0.1313,0.096,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.1527083,0,1666913801,151781558,IMU1_Frame,0,0,0,,-0.018288935777347463,0.0027123764735792807,0.7692646170156775,0.6386627489134783,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003558,-0.002295,-0.077028,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.657,0.557,-10.094,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3118,-0.1293,0.09,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.1772993,0,1666913801,176614046,IMU1_Frame,0,0,0,,-0.018267284146964727,0.002725794190061002,0.7686401116686754,0.6394147754860638,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003304,-0.00293,-0.078844,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.793,0.714,-10.051,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.309,-0.1294,0.0913,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.2021387,0,1666913801,201549768,IMU1_Frame,0,0,0,,-0.018252324269679553,0.002744760707859042,0.7680148188781415,0.6401660385642046,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003759,-0.000105,-0.079995,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.692,0.735,-10.119,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.309,-0.1333,0.0961,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.2275825,0,1666913801,226908445,IMU1_Frame,0,0,0,,-0.018229475852080297,0.002746290951271566,0.7673721403215584,0.6409369254103555,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002325,-0.000423,-0.081357,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.607,0.739,-9.993,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.31,-0.1363,0.0925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.2522829,0,1666913801,251549720,IMU1_Frame,0,0,0,,-0.018190956483828583,0.0027799852127508053,0.7667341392445236,0.6417009587817208,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002331,-0.003314,-0.080308,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.725,0.596,-10.1,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3081,-0.1344,0.0879,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.2771919,0,1666913801,276474714,IMU1_Frame,0,0,0,,-0.018157970165950867,0.002807078553589584,0.7660897950125382,0.642470882147272,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00413,-0.001022,-0.08187,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.698,0.543,-10.088,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3091,-0.1343,0.0867,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.3024383,0,1666913801,301571369,IMU1_Frame,0,0,0,,-0.01811263162037259,0.002835330987365066,0.765439090938024,0.6432471465447384,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.004286,-0.001054,-0.081147,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.62,0.598,-9.97,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3072,-0.1324,0.0879,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.327285,0,1666913801,326402664,IMU1_Frame,0,0,0,,-0.018079546982177497,0.0028624426054330437,0.7647875735783158,0.6440224403725712,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001578,-0.001369,-0.081756,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.652,0.498,-10.121,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3061,-0.1246,0.0879,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.3526287,0,1666913801,351466655,IMU1_Frame,0,0,0,,-0.01805413244671685,0.0029074162478771115,0.7641351427173344,0.6447969284175575,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001625,-0.001128,-0.08113,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.809,0.412,-10.063,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3062,-0.1295,0.0821,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.3770707,0,1666913801,376368522,IMU1_Frame,0,0,0,,-0.018022010121674672,0.00294654843851446,0.7634876117349847,0.645564242915206,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003754,0.000214,-0.081378,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.559,0.509,-9.909,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3072,-0.1344,0.0833,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.4018793,0,1666913801,401296854,IMU1_Frame,0,0,0,,-0.017986217279761914,0.0030168746467285085,0.7628391279362212,0.6463310756453204,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.006821,0.002567,-0.080997,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.609,0.728,-9.977,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3062,-0.1295,0.0832,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.4276695,0,1666913801,427069187,IMU1_Frame,0,0,0,,-0.0179446544282919,0.0030937832725018892,0.7621898433842107,0.647097411928424,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002584,0.000522,-0.079811,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.65,0.685,-10.036,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3062,-0.1305,0.0844,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.452965,0,1666913801,451972723,IMU1_Frame,0,0,0,,-0.01789631123875194,0.00316495584426962,0.7615398367029153,0.6478632434496086,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002399,0.001722,-0.080837,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.45,0.424,-9.986,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3052,-0.1236,0.0821,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.4779449,0,1666913801,477103948,IMU1_Frame,0,0,0,,-0.017852553612113072,0.0032169363683738437,0.7608948258744682,0.6486216166667522,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00295,0.001645,-0.079557,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.564,0.448,-9.893,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3043,-0.1325,0.0834,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.50298,0,1666913801,502052307,IMU1_Frame,0,0,0,,-0.01779641052954778,0.0032697985567287464,0.760249082173469,0.6493796495456723,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003789,-3.4e-05,-0.0802,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.356,0.527,-9.958,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3034,-0.1326,0.0787,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.527849,0,1666913801,527055025,IMU1_Frame,0,0,0,,-0.01772029832627284,0.003305526031473407,0.7596027388633353,0.6501374805656129,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002218,-0.00095,-0.079995,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.393,0.558,-9.859,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3052,-0.1295,0.0868,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.552544,0,1666913801,551892280,IMU1_Frame,0,0,0,,-0.017638452403554286,0.0033477284363686143,0.7589556101440089,0.6508948144992853,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001761,-0.00153,-0.079942,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.285,0.377,-9.901,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3033,-0.1276,0.0834,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.5775077,0,1666913801,576884984,IMU1_Frame,0,0,0,,-0.017543278587657297,0.003378547237634465,0.7583021428120489,0.6516584066837577,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002941,-0.0019,-0.079616,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.345,0.28,-9.896,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3033,-0.1266,0.0869,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.6027987,0,1666913801,601862907,IMU1_Frame,0,0,0,,-0.017442367025917394,0.0034157901179871115,0.7576478764949941,0.6524214829793923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003245,-0.002241,-0.080814,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.204,0.195,-9.904,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3043,-0.1256,0.0845,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.6275663,0,1666913801,626878976,IMU1_Frame,0,0,0,,-0.017352828368876784,0.003439470411962995,0.7569986012997476,0.6531769798615925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003901,-0.000749,-0.080237,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.201,0.064,-9.874,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3034,-0.1296,0.0846,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.6523712,0,1666913801,651807546,IMU1_Frame,0,0,0,,-0.017250954186656984,0.003463867946126709,0.7563485933965757,0.6539321153342471,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00347,-0.001047,-0.07877,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.077,0.108,-9.919,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3024,-0.1316,0.0835,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.677309,0,1666913801,676770210,IMU1_Frame,0,0,0,,-0.01716791755342462,0.0034930512087598623,0.7556920455557642,0.6546927473890914,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000648,0.000274,-0.078746,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.118,0.148,-9.795,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3024,-0.1286,0.087,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.7026935,0,1666913801,701761960,IMU1_Frame,0,0,0,,-0.017098045283810884,0.0035333653215495813,0.7550403491597603,0.6554458355331007,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00178,0.001533,-0.078414,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.056,-0.115,-9.793,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3005,-0.1307,0.0871,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.7277179,0,1666913801,726772546,IMU1_Frame,0,0,0,,-0.017033804985579194,0.0035671092244476312,0.7543822060567349,0.656204703125837,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003379,0.002803,-0.078643,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.079,-0.188,-9.768,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3014,-0.1267,0.0823,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.7522783,0,1666913801,751665830,IMU1_Frame,0,0,0,,-0.016998272911166647,0.0035673953389789457,0.7537406550235807,0.6569424307906717,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000444,0.000983,-0.075752,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.092,-0.133,-9.734,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3024,-0.1286,0.087,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.7776926,0,1666913801,776804447,IMU1_Frame,0,0,0,,-0.01696855803347047,0.0035607472386863922,0.7531098916362384,0.6576662377201828,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.002475,0.002395,-0.07501,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.128,-0.093,-9.786,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3006,-0.1346,0.0871,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.802429,0,1666913801,801616430,IMU1_Frame,0,0,0,,-0.016945498855050797,0.0035594968521844997,0.7524898728555273,0.6583761624638189,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.002988,0.00012,-0.073254,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.182,-0.307,-9.661,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3015,-0.1316,0.08,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.8281524,0,1666913801,826808691,IMU1_Frame,0,0,0,,-0.016910176735533043,0.0035588666199346045,0.7518749549513007,0.6590792308274732,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001504,0.001015,-0.07313,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.208,-0.265,-9.661,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3006,-0.1317,0.0836,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.8526604,0,1666913801,851681947,IMU1_Frame,0,0,0,,-0.016881487272527373,0.003563638252700764,0.7512708450331896,0.6597684694443868,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.005291,0.001209,-0.073985,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.165,-0.108,-9.692,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.2978,-0.1357,0.0861,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.8776956,0,1666913801,876622438,IMU1_Frame,0,0,0,,-0.016859383786858084,0.0035739784191642357,0.7506718169655742,0.6604504607237323,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003738,-0.000895,-0.073168,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.168,-0.086,-9.746,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.2987,-0.1376,0.0861,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913801.9027536,0,1666913801,901864767,IMU1_Frame,0,0,0,,-0.016848814367526305,0.003571190174904308,0.7500722321567446,0.6611316136765373,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001311,0.000415,-0.074395,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.154,-0.168,-9.687,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.3006,-0.1336,0.0848,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
