Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance
1666913774.552541,0,1666913774,551840305,IMU1_Frame,0,0,0,,-0.014097058804929216,0.012120653389611777,0.523230148242985,0.8519886000787119,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.021762,0.001369,-0.180852,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.796,-0.382,-9.858,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.181,-0.1762,0.0941,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.5773141,0,1666913774,576716184,IMU1_Frame,0,0,0,,-0.013938698223363221,0.012273497088453898,0.5212859691836204,0.8531799413332167,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.014866,0.0029,-0.183235,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.505,-0.969,-9.916,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1791,-0.1723,0.0989,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.6029103,0,1666913774,602335691,IMU1_Frame,0,0,0,,-0.013940886103120949,0.012389086498989909,0.5193258456998983,0.8543727688886543,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000568,0.008507,-0.182726,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.435,-0.944,-10.261,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1819,-0.1752,0.0941,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.6274002,0,1666913774,626638889,IMU1_Frame,0,0,0,,-0.014028931607037637,0.012462921058397124,0.5173417459828704,0.8555731310297516,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.013033,0.011678,-0.182906,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.542,-0.819,-9.874,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1791,-0.1723,0.0942,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.652486,0,1666913774,651763439,IMU1_Frame,0,0,0,,-0.014155497399604323,0.012534320293859778,0.5153477600674207,0.8567725479388522,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.010667,0.01223,-0.184563,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.556,-0.827,-9.683,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1799,-0.1644,0.0999,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.6772738,0,1666913774,676687479,IMU1_Frame,0,0,0,,-0.01426815053368757,0.012584161239255695,0.5133361416847527,0.8579767271939631,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002853,0.007555,-0.189174,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.684,-0.24,-10.149,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1771,-0.1723,0.106,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.702418,0,1666913774,701846837,IMU1_Frame,0,0,0,,-0.0143328132363575,0.012622453634064525,0.511321423673755,0.8591773075571957,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.010795,0.000966,-0.192105,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.796,0.048,-9.772,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1782,-0.1772,0.1037,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.7272472,0,1666913774,726649522,IMU1_Frame,0,0,0,,-0.014355168978145951,0.012676082833159737,0.5092883676834958,0.860382824439154,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.007849,0.001991,-0.190708,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.684,-0.376,-9.752,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1771,-0.1694,0.1048,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.7525532,0,1666913774,751650810,IMU1_Frame,0,0,0,,-0.014326593253428326,0.012729337176721194,0.507259542859239,0.8615802161604154,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003365,0.000908,-0.187925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.553,-0.503,-9.866,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1772,-0.1753,0.1026,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.7775402,0,1666913774,776687622,IMU1_Frame,0,0,0,,-0.014262148381639927,0.012773039308787454,0.5052352056924178,0.8627692782658042,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00742,3e-05,-0.185611,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.622,-0.196,-9.546,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1725,-0.1745,0.0957,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.8022366,0,1666913774,801522254,IMU1_Frame,0,0,0,,-0.014131744215034502,0.012824503795489927,0.5032149462737083,0.8639505447388693,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.012423,0.00128,-0.186262,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.715,0.278,-9.493,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1734,-0.1744,0.1004,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.827295,0,1666913774,826494216,IMU1_Frame,0,0,0,,-0.01395457253122111,0.012882317252919924,0.5011838875169099,0.8651323752473395,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.017939,-0.00431,-0.188319,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.78,0.299,-9.921,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1743,-0.1734,0.1027,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.8522341,0,1666913774,851443529,IMU1_Frame,0,0,0,,-0.013704813277589338,0.012971011487007607,0.49914907488248167,0.8663106440521166,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.02636,-0.004014,-0.190327,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.729,-0.087,-9.477,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1704,-0.1666,0.1052,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.8783514,0,1666913774,877278804,IMU1_Frame,0,0,0,,-0.01342542251600723,0.013095553042918179,0.4971032707039647,0.867488675877782,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.031368,-0.006007,-0.191253,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.488,-0.485,-9.591,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1686,-0.1726,0.1077,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.9031873,0,1666913774,901757478,IMU1_Frame,0,0,0,,-0.013107502893393744,0.013240563884984232,0.49504651349919276,0.8686666969029037,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.028734,-0.004222,-0.188551,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.524,-0.735,-9.983,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1725,-0.1774,0.104,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.92782,0,1666913774,927145481,IMU1_Frame,0,0,0,,-0.012761548570552585,0.01338979146940242,0.49296386087258787,0.8698531417636424,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.030375,-0.003261,-0.190263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.496,-0.421,-9.62,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1676,-0.1677,0.103,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.9527032,0,1666913774,952101230,IMU1_Frame,0,0,0,,-0.01240271716897583,0.013534444894728038,0.4908554627514525,0.8710475911770122,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.031288,-0.001283,-0.194556,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.679,-0.38,-10.045,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1687,-0.1805,0.1054,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913774.9776392,0,1666913774,977063179,IMU1_Frame,0,0,0,,-0.012069882594907747,0.013672678008197894,0.48871401245563934,0.872253397723241,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.030324,-0.004737,-0.199526,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.587,-0.534,-9.991,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1658,-0.1737,0.1055,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.00287,0,1666913775,2284049,IMU1_Frame,0,0,0,,-0.011746215545050242,0.013774058875903987,0.48654721853868615,0.8734667170846983,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.029872,-0.007241,-0.200231,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.431,-0.955,-9.846,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1686,-0.1687,0.1029,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.0276425,0,1666913775,27039289,IMU1_Frame,0,0,0,,-0.011447606629950183,0.013829882605201377,0.4843781616761888,0.8746745012521904,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.021995,-0.009504,-0.197044,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.336,-1.022,-10.143,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1678,-0.1776,0.0949,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.0525656,0,1666913775,51918268,IMU1_Frame,0,0,0,,-0.011194532949104677,0.013859159377216343,0.48219920027842195,0.8758804355528547,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.013954,-0.009477,-0.197476,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.396,-0.781,-9.8,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1649,-0.1757,0.0985,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.0776038,0,1666913775,76952934,IMU1_Frame,0,0,0,,-0.010956571421644728,0.013878980151028297,0.48000983716762285,0.8770848782614838,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.015458,-0.005697,-0.198989,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.453,-0.459,-9.666,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1611,-0.1768,0.1011,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.1029127,0,1666913775,102257251,IMU1_Frame,0,0,0,,-0.01071024287577527,0.013882369373493129,0.47781757983678164,0.8782840832652271,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.019796,-0.006955,-0.200824,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.624,-0.418,-9.956,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1629,-0.1659,0.102,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.127502,0,1666913775,126887083,IMU1_Frame,0,0,0,,-0.010467248652665679,0.013872972070259448,0.47560716508377454,0.879486101011583,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.023165,-0.012727,-0.203168,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.513,-0.583,-9.774,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1629,-0.1679,0.0973,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.152507,0,1666913775,151821851,IMU1_Frame,0,0,0,,-0.01023193392264262,0.0138583990476217,0.4733861791392931,0.8806865377101778,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.019298,-0.010066,-0.203558,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.377,-1.047,-9.898,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.162,-0.1719,0.0986,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.1773756,0,1666913775,176806926,IMU1_Frame,0,0,0,,-0.010012271916704162,0.013834416552025594,0.471170117242457,0.8818770231429437,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.014242,-0.010486,-0.201158,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.34,-0.7,-10.024,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1609,-0.1581,0.1009,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.2023616,0,1666913775,201771259,IMU1_Frame,0,0,0,,-0.009851543802958967,0.013827659889171801,0.46893600770509997,0.883068946110263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.008204,-0.003054,-0.199621,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.216,-0.115,-9.656,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.162,-0.1699,0.1033,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.227644,0,1666913775,226751089,IMU1_Frame,0,0,0,,-0.009765170538944618,0.013830338922758775,0.4666917593946897,0.8842579741697079,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001411,0.001552,-0.203234,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.452,-0.051,-9.814,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1601,-0.171,0.0975,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.25268,0,1666913775,251836061,IMU1_Frame,0,0,0,,-0.009760064850183155,0.013819713516700156,0.46441452226868235,0.88545632764038,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000516,0.000229,-0.206676,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.526,-0.412,-9.845,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1611,-0.1719,0.1034,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.2774615,0,1666913775,276701688,IMU1_Frame,0,0,0,,-0.00986381637616898,0.013791882301352809,0.4621199771712247,0.8866552970621389,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.004211,0.002481,-0.208429,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.419,-0.94,-9.621,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1582,-0.174,0.1059,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.303427,0,1666913775,302283048,IMU1_Frame,0,0,0,,-0.010049820162736863,0.01377132151243083,0.4598230536806355,0.8878468962170862,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.011859,0.006444,-0.207656,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.136,-1.126,-9.925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1583,-0.1759,0.1024,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.3284118,0,1666913775,326894998,IMU1_Frame,0,0,0,,-0.010259720232032364,0.013778859246060456,0.45752299496296256,0.889031827472312,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.016632,0.007612,-0.204848,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.359,-0.804,-9.72,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1601,-0.171,0.0999,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.3528347,0,1666913775,351834774,IMU1_Frame,0,0,0,,-0.010442543272760868,0.013811236171947803,0.4552193681150115,0.8902109468762831,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.013626,0.01013,-0.205314,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.321,-0.483,-9.588,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1555,-0.18,0.1085,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.3771906,0,1666913775,376599788,IMU1_Frame,0,0,0,,-0.010597855976492035,0.013848823324251372,0.4529046183963101,0.8913884126330833,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.005563,0.008989,-0.208646,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2,-0.294,-9.978,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1553,-0.1691,0.106,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.402328,0,1666913775,401594400,IMU1_Frame,0,0,0,,-0.010710117013661462,0.013918786868506955,0.45057827598836714,0.892564159023324,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00136,0.008335,-0.210553,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.394,-0.243,-9.938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1553,-0.1642,0.1071,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.4279737,0,1666913775,426827430,IMU1_Frame,0,0,0,,-0.010798297206358373,0.013981936627775707,0.44822533256937974,0.8937460229106751,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00122,0.008412,-0.211233,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.377,-0.548,-9.629,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1564,-0.175,0.1048,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.4524853,0,1666913775,451966047,IMU1_Frame,0,0,0,,-0.010894116292282971,0.013983222816490698,0.44587002813254745,0.8949221785847952,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.006374,0.003427,-0.212856,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.184,-0.722,-10.118,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1564,-0.179,0.1072,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.4773712,0,1666913775,476597309,IMU1_Frame,0,0,0,,-0.011025070198883298,0.013938620212008163,0.4434968445421007,0.896099721891986,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.011756,0.000533,-0.212071,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.267,-0.695,-10.053,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1544,-0.1652,0.1013,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.502816,0,1666913775,501976490,IMU1_Frame,0,0,0,,-0.011148651256575427,0.01385973592839314,0.44111297580163034,0.8972752965921801,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.009625,0.000127,-0.212821,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.446,-0.417,-9.928,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1518,-0.1801,0.0922,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.5270457,0,1666913775,526424169,IMU1_Frame,0,0,0,,-0.011206002673482807,0.013785179194926197,0.43870170568910494,0.8984571262804452,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.006576,-0.002565,-0.213956,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.426,0.063,-10.028,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1498,-0.1762,0.104,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.5526824,0,1666913775,551944971,IMU1_Frame,0,0,0,,-0.011166179123553477,0.01374857548974553,0.4363093961142637,0.8996223674287952,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.001468,-0.003419,-0.212157,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.52,-0.202,-9.981,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1527,-0.1821,0.0993,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.5781205,0,1666913775,577262163,IMU1_Frame,0,0,0,,-0.011090751669926196,0.013738942592521815,0.4338897720993099,0.9007929297854442,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00329,-0.001907,-0.214739,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.439,-0.541,-9.605,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1498,-0.1792,0.1005,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1666913775.6022232,0,1666913775,601356267,IMU1_Frame,0,0,0,,-0.01097986575410859,0.013755701664101918,0.43146637522193976,0.9019573106708488,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.014011,-0.00149,-0.217443,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.17,-0.541,-9.476,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.1498,-0.1743,0.0993,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
